	text_id	result
187	hasoc_en_274	HOF
188	hasoc_en_299	HOF
189	hasoc_en_56	HOF
190	hasoc_en_571	HOF
191	hasoc_en_1013	HOF
192	hasoc_en_401	HOF
193	hasoc_en_408	HOF
194	hasoc_en_184	HOF
195	hasoc_en_254	HOF
196	hasoc_en_616	HOF
197	hasoc_en_329	HOF
198	hasoc_en_218	HOF
199	hasoc_en_387	HOF
200	hasoc_en_160	HOF
201	hasoc_en_845	HOF
202	hasoc_en_631	HOF
203	hasoc_en_717	HOF
204	hasoc_en_186	HOF
205	hasoc_en_421	HOF
206	hasoc_en_7	HOF
207	hasoc_en_54	HOF
208	hasoc_en_993	HOF
209	hasoc_en_318	HOF
210	hasoc_en_59	HOF
211	hasoc_en_690	HOF
212	hasoc_en_834	HOF
213	hasoc_en_944	HOF
214	hasoc_en_525	HOF
215	hasoc_en_735	HOF
216	hasoc_en_646	HOF
217	hasoc_en_126	HOF
218	hasoc_en_65	HOF
219	hasoc_en_530	HOF
220	hasoc_en_724	HOF
221	hasoc_en_651	HOF
222	hasoc_en_74	HOF
223	hasoc_en_249	HOF
224	hasoc_en_1017	HOF
225	hasoc_en_212	HOF
226	hasoc_en_747	HOF
227	hasoc_en_238	HOF
228	hasoc_en_649	HOF
229	hasoc_en_278	HOF
230	hasoc_en_206	HOF
231	hasoc_en_19	HOF
232	hasoc_en_321	HOF
233	hasoc_en_924	HOF
234	hasoc_en_435	HOF
235	hasoc_en_368	HOF
236	hasoc_en_888	HOF
237	hasoc_en_171	HOF
238	hasoc_en_340	HOF
239	hasoc_en_71	HOF
240	hasoc_en_223	HOF
241	hasoc_en_799	HOF
242	hasoc_en_52	HOF
243	hasoc_en_570	HOF
244	hasoc_en_270	HOF
245	hasoc_en_485	HOF
246	hasoc_en_817	HOF
247	hasoc_en_569	HOF
248	hasoc_en_838	HOF
249	hasoc_en_16	HOF
250	hasoc_en_148	HOF
251	hasoc_en_803	HOF
252	hasoc_en_528	HOF
253	hasoc_en_733	HOF
254	hasoc_en_410	HOF
255	hasoc_en_444	HOF
256	hasoc_en_96	HOF
257	hasoc_en_114	HOF
258	hasoc_en_585	HOF
259	hasoc_en_177	HOF
260	hasoc_en_43	HOF
261	hasoc_en_464	HOF
262	hasoc_en_100	HOF
263	hasoc_en_871	HOF
264	hasoc_en_203	HOF
265	hasoc_en_367	HOF
266	hasoc_en_260	HOF
267	hasoc_en_110	HOF
268	hasoc_en_691	HOF
269	hasoc_en_284	HOF
270	hasoc_en_383	HOF
271	hasoc_en_219	HOF
272	hasoc_en_731	HOF
273	hasoc_en_1012	HOF
274	hasoc_en_2	HOF
275	hasoc_en_970	HOF
276	hasoc_en_484	HOF
277	hasoc_en1_5938	HOF
278	hasoc_en1_3564	HOF
279	hasoc_en1_5871	HOF
280	hasoc_en1_3662	HOF
281	hasoc_en1_6512	HOF
282	hasoc_en1_6779	HOF
283	hasoc_en1_7711	HOF
284	hasoc_en1_147	HOF
285	hasoc_en1_5737	HOF
286	hasoc_en1_5889	HOF
287	hasoc_en1_2033	HOF
288	hasoc_en1_3886	HOF
289	hasoc_en1_3473	HOF
290	hasoc_en1_6681	HOF
291	hasoc_en1_6087	HOF
292	hasoc_en1_6097	HOF
293	hasoc_en1_4140	HOF
294	hasoc_en1_7631	HOF
295	hasoc_en1_2161	HOF
296	hasoc_en1_3488	HOF
297	hasoc_en1_4171	HOF
298	hasoc_en1_3468	HOF
299	hasoc_en1_6757	HOF
300	hasoc_en1_3140	HOF
301	hasoc_en1_7336	HOF
302	hasoc_en1_974	HOF
303	hasoc_en1_1085	HOF
304	hasoc_en1_4509	HOF
305	hasoc_en1_2399	HOF
306	hasoc_en1_1827	HOF
307	hasoc_en1_7427	HOF
308	hasoc_en1_6379	HOF
309	hasoc_en1_966	HOF
310	hasoc_en1_1110	HOF
311	hasoc_en1_3956	HOF
312	hasoc_en1_6519	HOF
313	hasoc_en1_4405	HOF
314	hasoc_en1_5552	HOF
315	hasoc_en1_5570	HOF
316	hasoc_en1_5243	HOF
317	hasoc_en1_7531	HOF
318	hasoc_en1_6128	HOF
319	hasoc_en1_1977	HOF
320	hasoc_en1_3119	HOF
321	hasoc_en1_5293	HOF
322	hasoc_en1_6719	HOF
323	hasoc_en1_2711	HOF
324	hasoc_en1_912	HOF
325	hasoc_en1_745	HOF
326	hasoc_en1_4540	HOF
327	hasoc_en1_2129	HOF
328	hasoc_en1_24	HOF
329	hasoc_en1_4049	HOF
330	hasoc_en1_991	HOF
331	hasoc_en_902	NOT
332	hasoc_en_416	NOT
333	hasoc_en_595	NOT
334	hasoc_en_953	NOT
335	hasoc_en_685	NOT
336	hasoc_en_672	NOT
337	hasoc_en_746	NOT
338	hasoc_en_527	NOT
339	hasoc_en_606	NOT
340	hasoc_en_246	NOT
341	hasoc_en_655	NOT
342	hasoc_en_1029	NOT
343	hasoc_en_966	NOT
344	hasoc_en_566	NOT
345	hasoc_en_763	NOT
346	hasoc_en_667	NOT
347	hasoc_en_57	NOT
348	hasoc_en_702	NOT
349	hasoc_en_413	NOT
350	hasoc_en_544	NOT
351	hasoc_en_1010	NOT
352	hasoc_en_849	NOT
353	hasoc_en_926	NOT
354	hasoc_en_61	NOT
355	hasoc_en_85	NOT
356	hasoc_en_925	NOT
357	hasoc_en_253	NOT
358	hasoc_en_682	NOT
359	hasoc_en_557	NOT
360	hasoc_en_900	NOT
361	hasoc_en_441	NOT
362	hasoc_en_791	NOT
363	hasoc_en_715	NOT
364	hasoc_en_264	NOT
365	hasoc_en_494	NOT
366	hasoc_en_350	NOT
367	hasoc_en_200	NOT
368	hasoc_en_755	NOT
369	hasoc_en_785	NOT
370	hasoc_en_369	NOT
371	hasoc_en_964	NOT
372	hasoc_en_87	NOT
373	hasoc_en_125	NOT
374	hasoc_en_64	NOT
375	hasoc_en_198	NOT
376	hasoc_en_351	NOT
377	hasoc_en_451	NOT
378	hasoc_en_576	NOT
379	hasoc_en_997	NOT
380	hasoc_en_554	NOT
381	hasoc_en_496	NOT
382	hasoc_en_414	NOT
383	hasoc_en_863	NOT
384	hasoc_en_165	NOT
385	hasoc_en_782	NOT
386	hasoc_en_591	NOT
387	hasoc_en_897	NOT
388	hasoc_en_330	NOT
389	hasoc_en_395	NOT
390	hasoc_en_628	NOT
391	hasoc_en_40	NOT
392	hasoc_en_196	NOT
393	hasoc_en_553	NOT
394	hasoc_en_437	NOT
395	hasoc_en_1014	NOT
396	hasoc_en_822	NOT
397	hasoc_en_397	NOT
398	hasoc_en_480	NOT
399	hasoc_en_448	NOT
400	hasoc_en_824	NOT
401	hasoc_en_1046	NOT
402	hasoc_en_490	NOT
403	hasoc_en_608	NOT
404	hasoc_en_749	NOT
405	hasoc_en_94	NOT
406	hasoc_en_883	NOT
407	hasoc_en_764	NOT
408	hasoc_en_969	NOT
409	hasoc_en_197	NOT
410	hasoc_en_552	NOT
411	hasoc_en_756	NOT
412	hasoc_en_978	NOT
413	hasoc_en_181	NOT
414	hasoc_en_814	NOT
415	hasoc_en_194	NOT
416	hasoc_en_21	NOT
417	hasoc_en_183	NOT
418	hasoc_en_392	NOT
419	hasoc_en_788	NOT
420	hasoc_en_338	NOT
421	hasoc_en_663	NOT
422	hasoc_en_150	NOT
423	hasoc_en_229	NOT
424	hasoc_en_853	NOT
425	hasoc_en_875	NOT
426	hasoc_en_878	NOT
427	hasoc_en_334	NOT
428	hasoc_en_737	NOT
429	hasoc_en_208	NOT
430	hasoc_en_364	NOT
431	hasoc_en_634	NOT
432	hasoc_en_84	NOT
433	hasoc_en_996	NOT
434	hasoc_en_920	NOT
435	hasoc_en_512	NOT
436	hasoc_en_864	NOT
437	hasoc_en_810	NOT
438	hasoc_en_436	NOT
439	hasoc_en_287	NOT
440	hasoc_en_147	NOT
441	hasoc_en_461	NOT
442	hasoc_en_675	NOT
443	hasoc_en_391	NOT
444	hasoc_en_405	NOT
445	hasoc_en_775	NOT
446	hasoc_en_449	NOT
447	hasoc_en_991	NOT
448	hasoc_en_239	NOT
449	hasoc_en_806	NOT
450	hasoc_en_862	NOT
451	hasoc_en_477	NOT
452	hasoc_en_418	NOT
453	hasoc_en_6	NOT
454	hasoc_en_1019	NOT
455	hasoc_en_1031	NOT
456	hasoc_en_931	NOT
457	hasoc_en_1018	NOT
458	hasoc_en_836	NOT
459	hasoc_en_386	NOT
460	hasoc_en_161	NOT
461	hasoc_en_889	NOT
462	hasoc_en_31	NOT
463	hasoc_en_707	NOT
464	hasoc_en_802	NOT
465	hasoc_en_1002	NOT
466	hasoc_en_311	NOT
467	hasoc_en_601	NOT
468	hasoc_en_352	NOT
469	hasoc_en_258	NOT
470	hasoc_en_280	NOT
471	hasoc_en_1022	NOT
472	hasoc_en_498	NOT
473	hasoc_en_425	NOT
474	hasoc_en_511	NOT
475	hasoc_en_670	NOT
476	hasoc_en_314	NOT
477	hasoc_en_120	NOT
478	hasoc_en_75	NOT
479	hasoc_en_613	NOT
480	hasoc_en_190	NOT
481	hasoc_en_9	NOT
482	hasoc_en_452	NOT
483	hasoc_en_686	NOT
484	hasoc_en_769	NOT
485	hasoc_en_440	NOT
486	hasoc_en_236	NOT
487	hasoc_en_612	NOT
488	hasoc_en_793	NOT
489	hasoc_en_168	NOT
490	hasoc_en_79	NOT
491	hasoc_en_283	NOT
492	hasoc_en_556	NOT
493	hasoc_en_551	NOT
494	hasoc_en_310	NOT
495	hasoc_en_272	NOT
496	hasoc_en_503	NOT
497	hasoc_en_930	NOT
498	hasoc_en_645	NOT
499	hasoc_en_179	NOT
500	hasoc_en_531	NOT
501	hasoc_en_548	NOT
502	hasoc_en_55	NOT
503	hasoc_en_618	NOT
504	hasoc_en_149	NOT
505	hasoc_en_783	NOT
506	hasoc_en_298	NOT
507	hasoc_en_720	NOT
508	hasoc_en_420	NOT
509	hasoc_en_983	NOT
510	hasoc_en_545	NOT
511	hasoc_en_823	NOT
512	hasoc_en_915	NOT
513	hasoc_en_431	NOT
514	hasoc_en_316	NOT
515	hasoc_en_524	NOT
516	hasoc_en_423	NOT
517	hasoc_en_887	NOT
518	hasoc_en_626	NOT
519	hasoc_en_403	NOT
520	hasoc_en_358	NOT
521	hasoc_en_346	NOT
522	hasoc_en_927	NOT
523	hasoc_en_558	NOT
524	hasoc_en_866	NOT
525	hasoc_en_188	NOT
526	hasoc_en_542	NOT
527	hasoc_en_573	NOT
528	hasoc_en_837	NOT
529	hasoc_en_162	NOT
530	hasoc_en_18	NOT
531	hasoc_en_998	NOT
532	hasoc_en_912	NOT
533	hasoc_en_163	NOT
534	hasoc_en_772	NOT
535	hasoc_en_513	NOT
536	hasoc_en_222	NOT
537	hasoc_en_509	NOT
538	hasoc_en_916	NOT
539	hasoc_en_948	NOT
540	hasoc_en_710	NOT
541	hasoc_en_694	NOT
542	hasoc_en_479	NOT
543	hasoc_en_225	NOT
544	hasoc_en_535	NOT
545	hasoc_en_807	NOT
546	hasoc_en_226	NOT
547	hasoc_en_220	NOT
548	hasoc_en_463	NOT
549	hasoc_en_135	NOT
550	hasoc_en_886	NOT
551	hasoc_en_873	NOT
552	hasoc_en_607	NOT
553	hasoc_en_139	NOT
554	hasoc_en_332	NOT
555	hasoc_en_597	NOT
556	hasoc_en_938	NOT
557	hasoc_en_185	NOT
558	hasoc_en_961	NOT
559	hasoc_en_960	NOT
560	hasoc_en_905	NOT
561	hasoc_en_68	NOT
562	hasoc_en_540	NOT
563	hasoc_en_472	NOT
564	hasoc_en_825	NOT
565	hasoc_en_739	NOT
566	hasoc_en_661	NOT
567	hasoc_en_192	NOT
568	hasoc_en_830	NOT
569	hasoc_en_680	NOT
570	hasoc_en_692	NOT
571	hasoc_en_988	NOT
572	hasoc_en_937	NOT
573	hasoc_en_128	NOT
574	hasoc_en_541	NOT
575	hasoc_en_906	NOT
576	hasoc_en_666	NOT
577	hasoc_en_118	NOT
578	hasoc_en_86	NOT
579	hasoc_en_986	NOT
580	hasoc_en_657	NOT
581	hasoc_en_443	NOT
582	hasoc_en_921	NOT
583	hasoc_en_90	NOT
584	hasoc_en_759	NOT
585	hasoc_en_1024	NOT
586	hasoc_en_399	NOT
587	hasoc_en_469	NOT
588	hasoc_en_808	NOT
589	hasoc_en_668	NOT
590	hasoc_en_976	NOT
591	hasoc_en_879	NOT
592	hasoc_en_458	NOT
593	hasoc_en_740	NOT
594	hasoc_en_766	NOT
595	hasoc_en_972	NOT
596	hasoc_en_465	NOT
597	hasoc_en_816	NOT
598	hasoc_en_406	NOT
599	hasoc_en_232	NOT
600	hasoc_en_860	NOT
601	hasoc_en_8	NOT
602	hasoc_en_538	NOT
603	hasoc_en_745	NOT
604	hasoc_en_992	NOT
605	hasoc_en_820	NOT
606	hasoc_en_804	NOT
607	hasoc_en_985	NOT
608	hasoc_en_296	NOT
609	hasoc_en_105	NOT
610	hasoc_en_409	NOT
611	hasoc_en_500	NOT
612	hasoc_en_37	NOT
613	hasoc_en_796	NOT
614	hasoc_en_375	NOT
615	hasoc_en_941	NOT
616	hasoc_en_522	NOT
617	hasoc_en_154	NOT
618	hasoc_en_234	NOT
619	hasoc_en_794	NOT
620	hasoc_en_491	NOT
621	hasoc_en_102	NOT
622	hasoc_en_343	NOT
623	hasoc_en_1	NOT
624	hasoc_en_868	NOT
625	hasoc_en_277	NOT
626	hasoc_en_446	NOT
627	hasoc_en_282	NOT
628	hasoc_en_624	NOT
629	hasoc_en_704	NOT
630	hasoc_en_751	NOT
631	hasoc_en_145	NOT
632	hasoc_en_529	NOT
633	hasoc_en_982	NOT
634	hasoc_en_744	NOT
635	hasoc_en_121	NOT
636	hasoc_en_252	NOT
637	hasoc_en_430	NOT
638	hasoc_en_325	NOT
639	hasoc_en_390	NOT
640	hasoc_en_539	NOT
641	hasoc_en_561	NOT
642	hasoc_en_462	NOT
643	hasoc_en_781	NOT
644	hasoc_en_374	NOT
645	hasoc_en_726	NOT
646	hasoc_en_122	NOT
647	hasoc_en_706	NOT
648	hasoc_en_609	NOT
649	hasoc_en_683	NOT
650	hasoc_en_797	NOT
651	hasoc_en_854	NOT
652	hasoc_en_180	NOT
653	hasoc_en_17	NOT
654	hasoc_en_73	NOT
655	hasoc_en_801	NOT
656	hasoc_en_259	NOT
657	hasoc_en_309	NOT
658	hasoc_en_635	NOT
659	hasoc_en_673	NOT
660	hasoc_en_800	NOT
661	hasoc_en_442	NOT
662	hasoc_en_839	NOT
663	hasoc_en_308	NOT
664	hasoc_en_516	NOT
665	hasoc_en_578	NOT
666	hasoc_en_341	NOT
667	hasoc_en_268	NOT
668	hasoc_en_141	NOT
669	hasoc_en_567	NOT
670	hasoc_en_832	NOT
671	hasoc_en_671	NOT
672	hasoc_en_1035	NOT
673	hasoc_en_170	NOT
674	hasoc_en_153	NOT
675	hasoc_en_846	NOT
676	hasoc_en_700	NOT
677	hasoc_en_447	NOT
678	hasoc_en_669	NOT
679	hasoc_en_136	NOT
680	hasoc_en_326	NOT
681	hasoc_en_493	NOT
682	hasoc_en_1039	NOT
683	hasoc_en_865	NOT
684	hasoc_en_750	NOT
685	hasoc_en_271	NOT
686	hasoc_en_929	NOT
687	hasoc_en_943	NOT
688	hasoc_en_473	NOT
689	hasoc_en_370	NOT
690	hasoc_en_855	NOT
691	hasoc_en_434	NOT
692	hasoc_en_877	NOT
693	hasoc_en_520	NOT
694	hasoc_en_492	NOT
695	hasoc_en_348	NOT
696	hasoc_en_648	NOT
697	hasoc_en_952	NOT
698	hasoc_en_237	NOT
699	hasoc_en_263	NOT
700	hasoc_en_293	NOT
701	hasoc_en_1025	NOT
702	hasoc_en_109	NOT
703	hasoc_en_209	NOT
704	hasoc_en_15	NOT
705	hasoc_en_175	NOT
706	hasoc_en_49	NOT
707	hasoc_en_841	NOT
708	hasoc_en_450	NOT
709	hasoc_en_843	NOT
710	hasoc_en_1030	NOT
711	hasoc_en_319	NOT
712	hasoc_en_255	NOT
713	hasoc_en_559	NOT
714	hasoc_en_107	NOT
715	hasoc_en_356	NOT
716	hasoc_en_502	NOT
717	hasoc_en_285	NOT
718	hasoc_en_504	NOT
719	hasoc_en_723	NOT
720	hasoc_en_963	NOT
721	hasoc_en_300	NOT
722	hasoc_en_518	NOT
723	hasoc_en_848	NOT
724	hasoc_en_290	NOT
725	hasoc_en_396	NOT
726	hasoc_en_652	NOT
727	hasoc_en_412	NOT
728	hasoc_en_909	NOT
729	hasoc_en_456	NOT
730	hasoc_en_919	NOT
731	hasoc_en_76	NOT
732	hasoc_en_360	NOT
733	hasoc_en_741	NOT
734	hasoc_en_276	NOT
735	hasoc_en_625	NOT
736	hasoc_en_138	NOT
737	hasoc_en_884	NOT
738	hasoc_en_495	NOT
739	hasoc_en_533	NOT
740	hasoc_en_24	NOT
741	hasoc_en_67	NOT
742	hasoc_en_211	NOT
743	hasoc_en_515	NOT
744	hasoc_en_818	NOT
745	hasoc_en_488	NOT
746	hasoc_en_701	NOT
747	hasoc_en_247	NOT
748	hasoc_en_650	NOT
749	hasoc_en_60	NOT
750	hasoc_en_201	NOT
751	hasoc_en_323	NOT
752	hasoc_en_384	NOT
753	hasoc_en_173	NOT
754	hasoc_en_621	NOT
755	hasoc_en_439	NOT
756	hasoc_en_565	NOT
757	hasoc_en_482	NOT
758	hasoc_en_210	NOT
759	hasoc_en_365	NOT
760	hasoc_en_152	NOT
761	hasoc_en_402	NOT
762	hasoc_en_143	NOT
763	hasoc_en_660	NOT
764	hasoc_en_12	NOT
765	hasoc_en_91	NOT
766	hasoc_en_377	NOT
767	hasoc_en_333	NOT
768	hasoc_en_835	NOT
769	hasoc_en_762	NOT
770	hasoc_en_204	NOT
771	hasoc_en_10	NOT
772	hasoc_en_911	NOT
773	hasoc_en_767	NOT
774	hasoc_en_146	NOT
775	hasoc_en_779	NOT
776	hasoc_en_605	NOT
777	hasoc_en_25	NOT
778	hasoc_en_641	NOT
779	hasoc_en_776	NOT
780	hasoc_en_738	NOT
781	hasoc_en_275	NOT
782	hasoc_en_758	NOT
783	hasoc_en_642	NOT
784	hasoc_en_376	NOT
785	hasoc_en_41	NOT
786	hasoc_en_103	NOT
787	hasoc_en_30	NOT
788	hasoc_en_345	NOT
789	hasoc_en_132	NOT
790	hasoc_en_251	NOT
791	hasoc_en_453	NOT
792	hasoc_en_501	NOT
793	hasoc_en_658	NOT
794	hasoc_en_304	NOT
795	hasoc_en_5	NOT
796	hasoc_en_47	NOT
797	hasoc_en_388	NOT
798	hasoc_en_3	NOT
799	hasoc_en_48	NOT
800	hasoc_en_562	NOT
801	hasoc_en_320	NOT
802	hasoc_en_936	NOT
803	hasoc_en_315	NOT
804	hasoc_en_424	NOT
805	hasoc_en_933	NOT
806	hasoc_en_289	NOT
807	hasoc_en_245	NOT
808	hasoc_en_630	NOT
809	hasoc_en_689	NOT
810	hasoc_en_213	NOT
811	hasoc_en_372	NOT
812	hasoc_en_555	NOT
813	hasoc_en_292	NOT
814	hasoc_en_778	NOT
815	hasoc_en_809	NOT
816	hasoc_en_467	NOT
817	hasoc_en_357	NOT
818	hasoc_en_389	NOT
819	hasoc_en_505	NOT
820	hasoc_en_45	NOT
821	hasoc_en_774	NOT
822	hasoc_en_303	NOT
823	hasoc_en_587	NOT
824	hasoc_en_695	NOT
825	hasoc_en_899	NOT
826	hasoc_en_72	NOT
827	hasoc_en_523	NOT
828	hasoc_en_549	NOT
829	hasoc_en_885	NOT
830	hasoc_en_313	NOT
831	hasoc_en_956	NOT
832	hasoc_en_371	NOT
833	hasoc_en_66	NOT
834	hasoc_en_734	NOT
835	hasoc_en_547	NOT
836	hasoc_en_508	NOT
837	hasoc_en_243	NOT
838	hasoc_en_614	NOT
839	hasoc_en_867	NOT
840	hasoc_en_53	NOT
841	hasoc_en_654	NOT
842	hasoc_en_637	NOT
843	hasoc_en_829	NOT
844	hasoc_en_95	NOT
845	hasoc_en_202	NOT
846	hasoc_en_115	NOT
847	hasoc_en_32	NOT
848	hasoc_en_760	NOT
849	hasoc_en_489	NOT
850	hasoc_en_892	NOT
851	hasoc_en_166	NOT
852	hasoc_en_705	NOT
853	hasoc_en_949	NOT
854	hasoc_en_765	NOT
855	hasoc_en_98	NOT
856	hasoc_en_563	NOT
857	hasoc_en_872	NOT
858	hasoc_en_636	NOT
859	hasoc_en_362	NOT
860	hasoc_en_580	NOT
861	hasoc_en_589	NOT
862	hasoc_en_600	NOT
863	hasoc_en_250	NOT
864	hasoc_en_851	NOT
865	hasoc_en_50	NOT
866	hasoc_en_965	NOT
867	hasoc_en_305	NOT
868	hasoc_en_407	NOT
869	hasoc_en_572	NOT
870	hasoc_en_415	NOT
871	hasoc_en_959	NOT
872	hasoc_en_142	NOT
873	hasoc_en_307	NOT
874	hasoc_en_698	NOT
875	hasoc_en_521	NOT
876	hasoc_en_882	NOT
877	hasoc_en_394	NOT
878	hasoc_en_58	NOT
879	hasoc_en_620	NOT
880	hasoc_en_363	NOT
881	hasoc_en_422	NOT
882	hasoc_en_736	NOT
883	hasoc_en_242	NOT
884	hasoc_en_880	NOT
885	hasoc_en_537	NOT
886	hasoc_en_336	NOT
887	hasoc_en_335	NOT
888	hasoc_en_398	NOT
889	hasoc_en_656	NOT
890	hasoc_en_111	NOT
891	hasoc_en_789	NOT
892	hasoc_en_77	NOT
893	hasoc_en_852	NOT
894	hasoc_en_1027	NOT
895	hasoc_en_602	NOT
896	hasoc_en_676	NOT
897	hasoc_en_583	NOT
898	hasoc_en_812	NOT
899	hasoc_en_665	NOT
900	hasoc_en_918	NOT
901	hasoc_en_1032	NOT
902	hasoc_en_684	NOT
903	hasoc_en_662	NOT
904	hasoc_en_157	NOT
905	hasoc_en_487	NOT
906	hasoc_en_1007	NOT
907	hasoc_en_596	NOT
908	hasoc_en_940	NOT
909	hasoc_en_294	NOT
910	hasoc_en_876	NOT
911	hasoc_en1_4829	NOT
912	hasoc_en1_6130	NOT
913	hasoc_en1_2626	NOT
914	hasoc_en1_6483	NOT
915	hasoc_en1_4992	NOT
916	hasoc_en1_4106	NOT
917	hasoc_en1_1197	NOT
918	hasoc_en1_1947	NOT
919	hasoc_en1_3053	NOT
920	hasoc_en1_3052	NOT
921	hasoc_en1_368	NOT
